"","GeneID","Symbol","Description","Synonyms","GeneType","EnsemblGeneID","Status","ChrAcc","ChrStart","ChrStop","Orientation","Length","GOFunctionID","GOProcessID","GOComponentID","GOFunction","GOProcess","GOComponent"
"SKI",6497,"SKI","SKI proto-oncogene","SGS|SKV","protein-coding","ENSG00000157933","active","NC_000001.11","2228319","2310213","positive",11061,"GO:0000978///GO:0000981///GO:0001227///GO:0005515///GO:0008270///GO:0019901///GO:0019904///GO:0031625///GO:0042802///GO:0046332///GO:0046811///GO:0140297","GO:0000122///GO:0001843///GO:0002089///GO:0006351///GO:0007179///GO:0008285///GO:0009948///GO:0010626///GO:0014902///GO:0021772///GO:0022011///GO:0030177///GO:0030326///GO:0030512///GO:0030514///GO:0031064///GO:0032926///GO:0035019///GO:0043010///GO:0043388///GO:0043585///GO:0045668///GO:0045944///GO:0048147///GO:0048593///GO:0048741///GO:0048870///GO:0060021///GO:0060038///GO:0060041///GO:0060325///GO:0060349///GO:0060395","GO:0005634///GO:0005654///GO:0005667///GO:0005737///GO:0005813///GO:0016604///GO:0016605///GO:0017053///GO:0032991","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///protein binding///zinc ion binding///protein kinase binding///protein domain specific binding///ubiquitin protein ligase binding///identical protein binding///SMAD binding///histone deacetylase inhibitor activity///DNA-binding transcription factor binding","negative regulation of transcription by RNA polymerase II///neural tube closure///lens morphogenesis in camera-type eye///DNA-templated transcription///transforming growth factor beta receptor signaling pathway///negative regulation of cell population proliferation///anterior/posterior axis specification///negative regulation of Schwann cell proliferation///myotube differentiation///olfactory bulb development///myelination in peripheral nervous system///positive regulation of Wnt signaling pathway///embryonic limb morphogenesis///negative regulation of transforming growth factor beta receptor signaling pathway///negative regulation of BMP signaling pathway///negative regulation of histone deacetylation///negative regulation of activin receptor signaling pathway///somatic stem cell population maintenance///camera-type eye development///positive regulation of DNA binding///nose morphogenesis///negative regulation of osteoblast differentiation///positive regulation of transcription by RNA polymerase II///negative regulation of fibroblast proliferation///camera-type eye morphogenesis///skeletal muscle fiber development///cell motility///roof of mouth development///cardiac muscle cell proliferation///retina development in camera-type eye///face morphogenesis///bone morphogenesis///SMAD protein signal transduction","nucleus///nucleoplasm///transcription regulator complex///cytoplasm///centrosome///nuclear body///PML body///transcription repressor complex///protein-containing complex"
"RER1",11079,"RER1","retention in endoplasmic reticulum sorting receptor 1","","protein-coding","ENSG00000157916","active","NC_000001.11","2391841","2405436","positive",3028,"GO:0003674///GO:0005515///GO:0033130","GO:0006621///GO:0006890///GO:0071340///GO:1903078","GO:0000139///GO:0005783///GO:0005793///GO:0005794///GO:0005886///GO:0009986","molecular_function///protein binding///acetylcholine receptor binding","protein retention in ER lumen///retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum///skeletal muscle acetylcholine-gated channel clustering///positive regulation of protein localization to plasma membrane","Golgi membrane///endoplasmic reticulum///endoplasmic reticulum-Golgi intermediate compartment///Golgi apparatus///plasma membrane///cell surface"
"PEX10",5192,"PEX10","peroxisomal biogenesis factor 10","NALD|PBD6A|PBD6B|RNF69","protein-coding","ENSG00000157911","active","NC_000001.11","2404802","2412574","negative",2077,"GO:0005515///GO:0046872///GO:0061630","GO:0007031///GO:0016558///GO:0016562///GO:0016567","GO:0005777///GO:0005778","protein binding///metal ion binding///ubiquitin protein ligase activity","peroxisome organization///protein import into peroxisome matrix///protein import into peroxisome matrix, receptor recycling///protein ubiquitination","peroxisome///peroxisomal membrane"
"PANK4",55229,"PANK4","pantothenate kinase 4 (inactive)","CTRCT49","protein-coding","ENSG00000157881","active","NC_000001.11","2508537","2526622","negative",4482,"GO:0004594///GO:0005524///GO:0016787///GO:0046872","GO:0015937","GO:0005634///GO:0005829","pantothenate kinase activity///ATP binding///hydrolase activity///metal ion binding","coenzyme A biosynthetic process","nucleus///cytosol"
"TNFRSF14-AS1",115110,"TNFRSF14-AS1","TNFRSF14 antisense RNA 1","","ncRNA","","active","NC_000001.11","2549920","2557011","negative",4619,"","","","","",""
"TNFRSF14",8764,"TNFRSF14","TNF receptor superfamily member 14","ATAR|CD270|HVEA|HVEM|LIGHTR|TR2","protein-coding","ENSG00000157873","active","NC_000001.11","2556365","2565622","positive",4764,"GO:0001618///GO:0005031///GO:0005515///GO:0019955///GO:0031625","GO:0002250///GO:0002720///GO:0006955///GO:0007166///GO:0031295///GO:0033209///GO:0045087///GO:0046642///GO:0046718///GO:0050731///GO:0050829///GO:0050830///GO:1905675///GO:2000406","GO:0005886///GO:0009897","virus receptor activity///tumor necrosis factor receptor activity///protein binding///cytokine binding///ubiquitin protein ligase binding","adaptive immune response///positive regulation of cytokine production involved in immune response///immune response///cell surface receptor signaling pathway///T cell costimulation///tumor necrosis factor-mediated signaling pathway///innate immune response///negative regulation of alpha-beta T cell proliferation///viral entry into host cell///positive regulation of peptidyl-tyrosine phosphorylation///defense response to Gram-negative bacterium///defense response to Gram-positive bacterium///negative regulation of adaptive immune memory response///positive regulation of T cell migration","plasma membrane///external side of plasma membrane"
"LOC100996583",100996583,"LOC100996583","uncharacterized LOC100996583","","ncRNA","ENSG00000228037","active","NC_000001.11","2566535","2584534","positive",698,"","","","","",""
"PRXL2B",127281,"PRXL2B","peroxiredoxin like 2B","C1orf93|FAM213B","protein-coding","ENSG00000157870","active","NC_000001.11","2586523","2591469","positive",2891,"GO:0005515///GO:0016209///GO:0016616///GO:0047017","GO:0001516///GO:0098869","GO:0005737///GO:0005783///GO:0005829///GO:0043209///GO:0070062","protein binding///antioxidant activity///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///prostaglandin-F synthase activity","prostaglandin biosynthetic process///cellular oxidant detoxification","cytoplasm///endoplasmic reticulum///cytosol///myelin sheath///extracellular exosome"
"MMEL1",79258,"MMEL1","membrane metalloendopeptidase like 1","MMEL2|NEP2|NEPII|NL1|NL2|SEP","protein-coding","ENSG00000142606","active","NC_000001.11","2590639","2633042","negative",3323,"GO:0004175///GO:0004222///GO:0008270","GO:0006508///GO:0016485","GO:0005615///GO:0005886///GO:0016020","endopeptidase activity///metalloendopeptidase activity///zinc ion binding","proteolysis///protein processing","extracellular space///plasma membrane///membrane"
"MEGF6",1953,"MEGF6","multiple EGF like domains 6","EGFL3","protein-coding","ENSG00000162591","active","NC_000001.11","3487951","3624770","negative",8665,"GO:0005509///GO:0005515","GO:0008150","GO:0005575///GO:0005576","calcium ion binding///protein binding","biological_process","cellular_component///extracellular region"
"TPRG1L",127262,"TPRG1L","tumor protein p63 regulated 1 like","FAM79A|SVAP30|TPRGL|h-mover|mover","protein-coding","ENSG00000158109","active","NC_000001.11","3625015","3630127","positive",2401,"GO:0003674///GO:0005516///GO:0042802","GO:0008150///GO:0016081///GO:0050805///GO:0051966///GO:0099004///GO:0099171///GO:2000300","GO:0005737///GO:0008021///GO:0044305///GO:0048786///GO:0070062///GO:0098850///GO:0098978","molecular_function///calmodulin binding///identical protein binding","biological_process///synaptic vesicle docking///negative regulation of synaptic transmission///regulation of synaptic transmission, glutamatergic///calmodulin dependent kinase signaling pathway///presynaptic modulation of chemical synaptic transmission///regulation of synaptic vesicle exocytosis","cytoplasm///synaptic vesicle///calyx of Held///presynaptic active zone///extracellular exosome///extrinsic component of synaptic vesicle membrane///glutamatergic synapse"
"WRAP73",49856,"WRAP73","WD repeat containing, antisense to TP73","WDR8","protein-coding","ENSG00000116213","active","NC_000001.11","3630767","3650103","negative",1829,"GO:0005515","GO:0000070///GO:0030030///GO:0090307///GO:1902440///GO:1902857","GO:0005737///GO:0005813///GO:0005814///GO:0005815///GO:0036064///GO:0072686///GO:1990811","protein binding","mitotic sister chromatid segregation///cell projection organization///mitotic spindle assembly///protein localization to mitotic spindle pole body///positive regulation of non-motile cilium assembly","cytoplasm///centrosome///centriole///microtubule organizing center///ciliary basal body///mitotic spindle///MWP complex"
"TP73-AS1",57212,"TP73-AS1","TP73 antisense RNA 1","KIAA0495|PDAM","ncRNA","ENSG00000227372","active","NC_000001.11","3735984","3747373","negative",6455,"","","","","",""
"LRRC47",57470,"LRRC47","leucine rich repeat containing 47","","protein-coding","ENSG00000130764","active","NC_000001.11","3778559","3796498","negative",4303,"GO:0003723///GO:0004826///GO:0005515","GO:0006432","","RNA binding///phenylalanine-tRNA ligase activity///protein binding","phenylalanyl-tRNA aminoacylation",""
"CEP104",9731,"CEP104","centrosomal protein 104","CFAP256|GlyBP|JBTS25|KIAA0562|MRT77|ROC22","protein-coding","ENSG00000116198","active","NC_000001.11","3812086","3857233","negative",6687,"GO:0005515///GO:0016594///GO:0016595///GO:0016596","","GO:0000922///GO:0005737///GO:0005814///GO:0005929","protein binding///glycine binding///glutamate binding///thienylcyclohexylpiperidine binding","","spindle pole///cytoplasm///centriole///cilium"
"DFFB",1677,"DFFB","DNA fragmentation factor subunit beta","CAD|CPAN|DFF-40|DFF2|DFF40","protein-coding","ENSG00000169598","active","NC_000001.11","3857267","3885429","positive",5760,"GO:0003677///GO:0004520///GO:0004536///GO:0005515///GO:0019899///GO:0019904///GO:0042802///GO:0097718","GO:0006308///GO:0006309///GO:0030263///GO:0090305///GO:1902511","GO:0000785///GO:0005634///GO:0005654///GO:0005730///GO:0005829///GO:0032991","DNA binding///endodeoxyribonuclease activity///deoxyribonuclease activity///protein binding///enzyme binding///protein domain specific binding///identical protein binding///disordered domain specific binding","DNA catabolic process///apoptotic DNA fragmentation///apoptotic chromosome condensation///nucleic acid phosphodiester bond hydrolysis///negative regulation of apoptotic DNA fragmentation","chromatin///nucleus///nucleoplasm///nucleolus///cytosol///protein-containing complex"
"C1orf174",339448,"C1orf174","chromosome 1 open reading frame 174","","protein-coding","ENSG00000198912","active","NC_000001.11","3889133","3900293","negative",4276,"GO:0005515","","GO:0005654","protein binding","","nucleoplasm"
"NPHP4",261734,"NPHP4","nephrocystin 4","POC10|SLSN4","protein-coding","ENSG00000131697","active","NC_000001.11","5862810","5992425","negative",8356,"GO:0005198///GO:0005515","GO:0007165///GO:0007632///GO:0030036///GO:0030317///GO:0035845///GO:0045494///GO:0060041///GO:0090090///GO:0098609///GO:1903348///GO:1904491","GO:0005654///GO:0005813///GO:0005814///GO:0005829///GO:0005911///GO:0005923///GO:0016604///GO:0035869///GO:0036064///GO:0043231///GO:0097470///GO:0097546///GO:0097730///GO:0120206","structural molecule activity///protein binding","signal transduction///visual behavior///actin cytoskeleton organization///flagellated sperm motility///photoreceptor cell outer segment organization///photoreceptor cell maintenance///retina development in camera-type eye///negative regulation of canonical Wnt signaling pathway///cell-cell adhesion///positive regulation of bicellular tight junction assembly///protein localization to ciliary transition zone","nucleoplasm///centrosome///centriole///cytosol///cell-cell junction///bicellular tight junction///nuclear body///ciliary transition zone///ciliary basal body///intracellular membrane-bounded organelle///ribbon synapse///ciliary base///non-motile cilium///photoreceptor distal connecting cilium"
"KCNAB2",8514,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2","protein-coding","ENSG00000069424","active","NC_000001.11","5992639","6101186","positive",5360,"GO:0004033///GO:0005249///GO:0005515///GO:0015459///GO:0044325","GO:0070995///GO:0071805///GO:0098900///GO:1901379///GO:2000008","GO:0005829///GO:0005874///GO:0005886///GO:0008076///GO:0016020///GO:0031234///GO:0035579///GO:0044224///GO:0045202///GO:0070821///GO:1990031","aldo-keto reductase (NADP) activity///voltage-gated potassium channel activity///protein binding///potassium channel regulator activity///transmembrane transporter binding","NADPH oxidation///potassium ion transmembrane transport///regulation of action potential///regulation of potassium ion transmembrane transport///regulation of protein localization to cell surface","cytosol///microtubule///plasma membrane///voltage-gated potassium channel complex///membrane///extrinsic component of cytoplasmic side of plasma membrane///specific granule membrane///juxtaparanode region of axon///synapse///tertiary granule membrane///pinceau fiber"
"RPL22",6146,"RPL22","ribosomal protein L22","EAP|HBP15|HBP15/L22|L22","protein-coding","ENSG00000116251","active","NC_000001.11","6185020","6199595","negative",2061,"GO:0003723///GO:0003735///GO:0005515///GO:0008201///GO:0042802","GO:0002181///GO:0006412","GO:0005634///GO:0005737///GO:0005829///GO:0005925///GO:0022625///GO:0022626///GO:0070062///GO:1990904","RNA binding///structural constituent of ribosome///protein binding///heparin binding///identical protein binding","cytoplasmic translation///translation","nucleus///cytoplasm///cytosol///focal adhesion///cytosolic large ribosomal subunit///cytosolic ribosome///extracellular exosome///ribonucleoprotein complex"
